c File:  hamming6-4.clq
e 39 32
e 40 1
e 40 9
e 40 10
e 40 11
e 40 13
e 40 17
e 40 18
e 40 19
e 40 21
e 40 25
e 40 26
e 40 27
e 40 28
e 40 29
e 40 30
e 40 31
e 41 4
e 41 6
e 41 7
e 41 8
e 41 16
e 41 18
e 41 19
e 41 20
e 41 21
e 41 22
e 41 23
e 41 24
e 41 28
e 41 30
e 41 31
e 41 32
e 41 40
e 42 3
e 42 5
e 42 7
e 42 8
e 42 15
e 42 17
e 42 19
e 42 20
e 42 21
e 42 22
e 42 23
e 42 24
e 42 27
e 42 29
e 42 31
e 42 32
e 42 39
e 43 2
e 43 5
e 43 6
e 43 8
e 43 14
e 43 17
e 43 18
e 43 20
e 43 21
e 43 22
e 43 23
e 43 24
e 43 26
e 43 29
e 43 30
e 43 32
e 43 38
e 44 1
e 44 5
e 44 6
e 44 7
e 44 13
e 44 17
e 44 18
e 44 19
e 44 21
e 44 22
e 44 23
e 44 24
e 44 25
e 44 29
e 44 30
e 44 31
e 44 37
e 45 2
e 45 3
e 45 4
e 45 8
e 45 12
e 45 17
e 45 18
e 45 19
e 45 20
e 45 22
e 45 23
e 45 24
e 45 26
e 45 27
e 45 28
e 45 32
e 45 36
e 46 1
e 46 3
e 46 4
e 46 7
e 46 11
e 46 17
e 46 18
e 46 19
e 46 20
e 46 21
e 46 23
e 46 24
e 46 25
e 46 27
e 46 28
e 46 31
e 46 35
e 47 1
e 47 2
e 47 4
e 47 6
e 47 10
e 47 17
e 47 18
e 47 19
e 47 20
e 47 21
e 47 22
e 47 24
e 47 25
e 47 26
e 47 28
e 47 30
e 47 34
e 48 1
e 48 2
e 48 3
e 48 5
e 48 9
e 48 17
e 48 18
e 48 19
e 48 20
e 48 21
e 48 22
e 48 23
e 48 25
e 48 26
e 48 27
e 48 29
e 48 33
e 49 4
e 49 6
e 49 7
e 49 8
e 49 10
e 49 11
e 49 12
e 49 13
e 49 14
e 49 15
e 49 16
e 49 24
e 49 28
e 49 30
e 49 31
e 49 32
e 49 40
e 49 44
e 49 46
e 49 47
e 49 48
e 50 3
e 50 5
e 50 7
e 50 8
e 50 9
e 50 11
e 50 12
e 50 13
e 50 14
e 50 15
e 50 16
e 50 23
e 50 27
e 50 29
e 50 31
e 50 32
e 50 39
e 50 43
e 50 45
e 50 47
e 50 48
e 51 2
e 51 5
e 51 6
e 51 8
e 51 9
e 51 10
e 51 12
e 51 13
e 51 14
e 51 15
e 51 16
e 51 22
e 51 26
e 51 29
e 51 30
e 51 32
e 51 38
e 51 42
e 51 45
e 51 46
e 51 48
e 52 1
e 52 5
e 52 6
e 52 7
e 52 9
e 52 10
e 52 11
e 52 13
e 52 14
e 52 15
e 52 16
e 52 21
e 52 25
e 52 29
e 52 30
e 52 31
e 52 37
e 52 41
e 52 45
e 52 46
e 52 47
e 53 2
e 53 3
e 53 4
e 53 8
e 53 9
e 53 10
e 53 11
e 53 12
e 53 14
e 53 15
e 53 16
e 53 20
e 53 26
e 53 27
e 53 28
e 53 32
e 53 36
e 53 42
e 53 43
e 53 44
e 53 48
e 54 1
e 54 3
e 54 4
e 54 7
e 54 9
e 54 10
e 54 11
e 54 12
e 54 13
e 54 15
e 54 16
e 54 19
e 54 25
e 54 27
e 54 28
e 54 31
e 54 35
e 54 41
e 54 43
e 54 44
e 54 47
e 55 1
e 55 2
e 55 4
e 55 6
e 55 9
e 55 10
e 55 11
e 55 12
e 55 13
e 55 14
e 55 16
e 55 18
e 55 25
e 55 26
e 55 28
e 55 30
e 55 34
e 55 41
e 55 42
e 55 44
e 55 46
e 56 1
e 56 2
e 56 3
e 56 5
e 56 9
e 56 10
e 56 11
e 56 12
e 56 13
e 56 14
e 56 15
e 56 17
e 56 25
e 56 26
e 56 27
e 56 29
e 56 33
e 56 41
e 56 42
e 56 43
e 56 45
e 57 2
e 57 3
e 57 4
e 57 5
e 57 6
e 57 7
e 57 8
e 57 12
e 57 14
e 57 15
e 57 16
e 57 20
e 57 22
e 57 23
e 57 24
e 57 32
e 57 36
e 57 38
e 57 39
e 57 40
e 57 48
e 57 56
e 58 1
e 58 3
e 58 4
e 58 5
e 58 6
e 58 7
e 58 8
e 58 11
e 58 13
e 58 15
e 58 16
e 58 19
e 58 21
e 58 23
e 58 24
e 58 31
e 58 35
e 58 37
e 58 39
e 58 40
e 58 47
e 58 55
e 59 1
e 59 2
e 59 4
e 59 5
e 59 6
e 59 7
e 59 8
e 59 10
e 59 13
e 59 14
e 59 16
e 59 18
e 59 21
e 59 22
e 59 24
e 59 30
e 59 34
e 59 37
e 59 38
e 59 40
e 59 46
e 59 54
e 60 1
e 60 2
e 60 3
e 60 5
e 60 6
e 60 7
e 60 8
e 60 9
e 60 13
e 60 14
e 60 15
e 60 17
e 60 21
e 60 22
e 60 23
e 60 29
e 60 33
e 60 37
e 60 38
e 60 39
e 60 45
e 60 53
e 61 1
e 61 2
e 61 3
e 61 4
e 61 6
e 61 7
e 61 8
e 61 10
e 61 11
e 61 12
e 61 16
e 61 18
e 61 19
e 61 20
e 61 24
e 61 28
e 61 34
e 61 35
e 61 36
e 61 40
e 61 44
e 61 52
e 62 1
e 62 2
e 62 3
e 62 4
e 62 5
e 62 7
e 62 8
e 62 9
e 62 11
e 62 12
e 62 15
e 62 17
e 62 19
e 62 20
e 62 23
e 62 27
e 62 33
e 62 35
e 62 36
e 62 39
e 62 43
e 62 51
e 63 1
e 63 2
e 63 3
e 63 4
e 63 5
e 63 6
e 63 8
e 63 9
e 63 10
e 63 12
e 63 14
e 63 17
e 63 18
e 63 20
e 63 22
e 63 26
e 63 33
e 63 34
e 63 36
e 63 38
e 63 42
e 63 50
e 64 1
e 64 2
e 64 3
e 64 4
e 64 5
e 64 6
e 64 7
e 64 9
e 64 10
e 64 11
e 64 13
e 64 17
e 64 18
e 64 19
e 64 21
e 64 25
e 64 33
e 64 34
e 64 35
e 64 37
e 64 41
e 64 49
