c File:  sanr400_0.7.clq
e 53 16
e 53 17
e 53 18
e 53 19
e 53 21
e 53 22
e 53 23
e 53 24
e 53 25
e 53 28
e 53 29
e 53 31
e 53 32
e 53 33
e 53 34
e 53 35
e 53 36
e 53 38
e 53 39
e 53 40
e 53 41
e 53 42
e 53 43
e 53 45
e 53 46
e 53 48
e 53 49
e 53 50
e 53 51
e 53 52
e 54 1
e 54 2
e 54 3
e 54 4
e 54 7
e 54 10
e 54 12
e 54 14
e 54 15
e 54 16
e 54 18
e 54 19
e 54 20
e 54 21
e 54 22
e 54 25
e 54 27
e 54 29
e 54 30
e 54 32
e 54 34
e 54 35
e 54 37
e 54 38
e 54 39
e 54 41
e 54 42
e 54 43
e 54 46
e 54 47
e 54 48
e 54 49
e 54 50
e 54 51
e 54 52
e 54 53
e 55 3
e 55 4
e 55 5
e 55 6
e 55 7
e 55 9
e 55 11
e 55 13
e 55 14
e 55 15
e 55 16
e 55 17
e 55 22
e 55 23
e 55 24
e 55 26
e 55 29
e 55 30
e 55 33
e 55 36
e 55 38
e 55 41
e 55 42
e 55 44
e 55 45
e 55 46
e 55 47
e 55 48
e 55 49
e 55 53
e 55 54
e 56 2
e 56 3
e 56 4
e 56 5
e 56 7
e 56 8
e 56 9
e 56 11
e 56 12
e 56 14
e 56 15
e 56 17
e 56 19
e 56 20
e 56 22
e 56 23
e 56 24
e 56 25
e 56 26
e 56 27
e 56 28
e 56 31
e 56 32
e 56 33
e 56 34
e 56 35
e 56 37
e 56 38
e 56 39
e 56 40
e 56 42
e 56 43
e 56 44
e 56 45
e 56 46
e 56 47
e 56 48
e 56 49
e 56 51
e 56 52
e 56 53
e 56 54
e 57 1
e 57 2
e 57 3
e 57 4
e 57 7
e 57 8
e 57 9
e 57 14
e 57 15
e 57 17
e 57 18
e 57 21
e 57 22
e 57 24
e 57 25
e 57 26
e 57 27
e 57 28
e 57 29
e 57 30
e 57 32
e 57 36
e 57 37
e 57 38
e 57 39
e 57 40
e 57 42
e 57 44
e 57 46
e 57 49
e 57 51
e 57 52
e 57 54
e 57 55
e 57 56
e 58 2
e 58 3
e 58 4
e 58 6
e 58 7
e 58 8
e 58 9
e 58 10
e 58 11
e 58 12
e 58 14
e 58 15
e 58 16
e 58 17
e 58 18
e 58 19
e 58 20
e 58 22
e 58 23
e 58 25
e 58 26
e 58 27
e 58 28
e 58 29
e 58 30
e 58 31
e 58 32
e 58 33
e 58 34
e 58 35
e 58 36
e 58 37
e 58 38
e 58 40
e 58 41
e 58 42
e 58 44
e 58 45
e 58 46
e 58 48
e 58 49
e 58 50
e 58 52
e 58 53
e 58 54
e 58 55
e 59 2
e 59 3
e 59 4
e 59 5
e 59 6
e 59 8
e 59 9
e 59 10
e 59 11
e 59 12
e 59 13
e 59 14
e 59 15
e 59 17
e 59 18
e 59 19
e 59 21
e 59 22
e 59 23
e 59 24
e 59 25
e 59 28
e 59 29
e 59 30
e 59 31
e 59 32
e 59 33
e 59 34
e 59 35
e 59 36
e 59 37
e 59 38
e 59 39
e 59 40
e 59 41
e 59 43
e 59 44
e 59 45
e 59 46
e 59 47
e 59 48
e 59 51
e 59 52
e 59 53
e 59 55
e 59 56
e 59 57
e 59 58
e 60 2
e 60 3
e 60 5
e 60 6
e 60 7
e 60 8
e 60 9
e 60 10
e 60 12
e 60 13
e 60 14
e 60 16
e 60 17
e 60 18
e 60 20
e 60 23
e 60 25
e 60 26
e 60 27
e 60 28
e 60 29
e 60 30
e 60 31
e 60 32
e 60 34
e 60 35
e 60 36
e 60 37
e 60 39
e 60 40
e 60 41
e 60 42
e 60 43
e 60 45
e 60 47
e 60 48
e 60 49
e 60 50
e 60 52
e 60 53
e 60 54
e 60 56
e 60 57
e 60 59
e 61 3
e 61 5
e 61 7
e 61 8
e 61 9
e 61 10
e 61 11
e 61 12
e 61 13
e 61 14
e 61 15
e 61 16
e 61 17
e 61 19
e 61 20
e 61 21
e 61 22
e 61 23
e 61 24
e 61 25
e 61 26
e 61 27
e 61 29
e 61 30
e 61 32
e 61 33
e 61 34
e 61 35
e 61 36
e 61 37
e 61 38
e 61 39
e 61 40
e 61 41
e 61 42
e 61 44
e 61 45
e 61 46
e 61 47
e 61 48
e 61 49
e 61 50
e 61 52
e 61 53
e 61 55
e 61 56
e 61 57
e 61 58
e 61 59
e 61 60
e 62 4
e 62 5
e 62 6
e 62 7
e 62 8
e 62 9
e 62 10
e 62 12
e 62 14
e 62 15
e 62 16
e 62 17
e 62 18
e 62 19
e 62 20
e 62 21
e 62 22
e 62 23
e 62 24
e 62 25
e 62 26
e 62 27
e 62 29
e 62 30
e 62 31
e 62 32
e 62 33
e 62 34
e 62 35
e 62 36
e 62 38
e 62 39
e 62 40
e 62 41
e 62 42
e 62 43
e 62 44
e 62 45
e 62 46
e 62 47
e 62 48
e 62 49
e 62 51
e 62 52
e 62 53
e 62 55
e 62 56
e 62 59
e 62 61
e 63 1
e 63 2
e 63 4
e 63 5
e 63 6
e 63 7
e 63 8
e 63 9
e 63 10
e 63 12
e 63 14
e 63 15
e 63 16
e 63 17
e 63 21
e 63 22
e 63 23
e 63 24
e 63 25
e 63 26
e 63 27
e 63 28
e 63 29
e 63 30
e 63 31
e 63 33
e 63 34
e 63 36
e 63 38
e 63 39
e 63 40
e 63 41
e 63 42
e 63 45
e 63 46
e 63 47
e 63 48
e 63 49
e 63 50
e 63 53
e 63 54
e 63 56
e 63 59
e 63 60
e 63 61
e 63 62
e 64 1
e 64 3
e 64 6
e 64 7
e 64 8
e 64 10
e 64 11
e 64 12
e 64 13
e 64 14
e 64 15
e 64 16
e 64 18
e 64 19
e 64 20
e 64 21
e 64 22
e 64 24
e 64 26
e 64 27
e 64 28
e 64 29
e 64 30
e 64 32
e 64 33
e 64 36
e 64 37
e 64 38
e 64 39
e 64 41
e 64 42
e 64 43
e 64 46
e 64 47
e 64 48
e 64 51
e 64 55
e 64 56
e 64 57
e 64 58
e 64 59
e 64 60
e 64 61
e 64 63
e 65 3
e 65 4
e 65 5
e 65 7
e 65 8
e 65 9
e 65 10
e 65 11
e 65 16
e 65 17
e 65 18
e 65 20
e 65 21
e 65 22
e 65 25
e 65 26
e 65 27
e 65 28
e 65 29
e 65 31
e 65 32
e 65 33
e 65 34
e 65 35
e 65 36
e 65 38
e 65 39
e 65 40
e 65 41
e 65 42
e 65 43
e 65 45
e 65 48
e 65 50
e 65 51
e 65 53
e 65 54
e 65 55
e 65 56
e 65 57
e 65 58
e 65 61
e 65 62
e 65 63
e 65 64
e 66 1
e 66 4
e 66 5
e 66 6
e 66 7
e 66 9
e 66 10
e 66 14
e 66 16
e 66 17
e 66 18
e 66 19
e 66 20
e 66 21
e 66 23
e 66 24
e 66 25
e 66 26
e 66 27
e 66 29
e 66 30
e 66 31
e 66 32
e 66 33
e 66 35
e 66 36
e 66 37
e 66 38
e 66 39
e 66 40
e 66 41
e 66 42
e 66 44
e 66 45
e 66 46
e 66 47
e 66 48
e 66 49
e 66 50
e 66 52
e 66 53
e 66 55
e 66 56
e 66 57
e 66 58
e 66 59
e 66 60
e 66 65
e 67 1
e 67 3
e 67 5
e 67 6
e 67 7
e 67 10
e 67 11
e 67 12
e 67 13
e 67 15
e 67 16
e 67 17
e 67 18
e 67 19
e 67 23
e 67 24
e 67 25
e 67 30
e 67 31
e 67 32
e 67 33
e 67 35
e 67 36
e 67 37
e 67 38
e 67 39
e 67 41
e 67 42
e 67 43
e 67 44
e 67 45
e 67 47
e 67 48
e 67 49
e 67 50
e 67 51
e 67 54
e 67 55
e 67 57
e 67 59
e 67 61
e 67 64
e 67 65
e 67 66
e 68 1
e 68 3
e 68 7
e 68 8
e 68 9
e 68 10
e 68 12
e 68 13
e 68 14
e 68 15
e 68 16
e 68 17
e 68 18
e 68 19
e 68 20
e 68 21
e 68 22
e 68 27
e 68 28
e 68 29
e 68 32
e 68 35
e 68 36
e 68 37
e 68 38
e 68 39
e 68 40
e 68 41
e 68 42
e 68 44
e 68 45
e 68 47
e 68 48
e 68 49
e 68 52
e 68 53
e 68 55
e 68 56
e 68 57
e 68 58
e 68 60
e 68 63
e 68 64
e 68 65
e 68 66
e 68 67
e 69 1
e 69 3
e 69 4
e 69 6
e 69 8
e 69 9
e 69 10
e 69 12
e 69 14
e 69 15
e 69 17
e 69 18
e 69 19
e 69 21
e 69 23
e 69 24
e 69 25
e 69 26
e 69 28
e 69 29
e 69 31
e 69 32
e 69 33
e 69 34
e 69 37
e 69 41
e 69 42
e 69 43
e 69 44
e 69 45
e 69 46
e 69 49
e 69 50
e 69 51
e 69 53
e 69 55
e 69 56
e 69 59
e 69 61
e 69 62
e 69 64
e 69 65
e 69 66
e 69 68
e 70 1
e 70 2
e 70 3
e 70 4
e 70 6
e 70 7
e 70 8
e 70 9
e 70 11
e 70 12
e 70 14
e 70 15
e 70 16
e 70 17
e 70 18
e 70 19
e 70 20
e 70 21
e 70 22
e 70 23
e 70 24
e 70 25
e 70 26
e 70 28
e 70 29
e 70 30
e 70 31
e 70 32
e 70 34
e 70 36
e 70 37
e 70 40
e 70 41
e 70 43
e 70 45
e 70 48
e 70 51
e 70 52
e 70 53
e 70 54
e 70 55
e 70 56
e 70 57
e 70 59
e 70 60
e 70 61
e 70 63
e 70 64
e 70 65
e 70 66
e 70 67
e 70 68
e 70 69
e 71 1
e 71 2
e 71 3
e 71 4
e 71 5
e 71 7
e 71 8
e 71 9
e 71 10
e 71 12
e 71 13
e 71 14
e 71 15
e 71 17
e 71 18
e 71 20
e 71 22
e 71 23
e 71 24
e 71 25
e 71 28
e 71 29
e 71 31
e 71 33
e 71 34
e 71 37
e 71 38
e 71 40
e 71 41
e 71 42
e 71 43
e 71 44
e 71 46
e 71 49
e 71 50
e 71 53
e 71 55
e 71 56
e 71 57
e 71 58
e 71 61
e 71 68
e 71 69
e 71 70
e 72 2
e 72 4
e 72 5
e 72 6
e 72 7
e 72 9
e 72 10
e 72 12
e 72 14
e 72 15
e 72 16
e 72 18
e 72 21
e 72 23
e 72 24
e 72 25
e 72 26
e 72 27
e 72 28
e 72 29
e 72 35
e 72 36
e 72 38
e 72 40
e 72 41
e 72 42
e 72 43
e 72 44
e 72 48
e 72 50
e 72 51
e 72 52
e 72 53
e 72 54
e 72 55
e 72 56
e 72 57
e 72 58
e 72 59
e 72 60
e 72 61
e 72 62
e 72 67
e 72 68
e 72 69
e 72 70
e 72 71
e 73 1
e 73 5
e 73 7
e 73 10
e 73 11
e 73 12
e 73 13
e 73 14
e 73 15
e 73 16
e 73 17
e 73 19
e 73 20
e 73 21
e 73 23
e 73 24
e 73 25
e 73 26
e 73 29
e 73 31
e 73 32
e 73 33
e 73 34
e 73 37
e 73 39
e 73 42
e 73 46
e 73 47
e 73 49
e 73 50
e 73 51
e 73 52
e 73 53
e 73 56
e 73 57
e 73 64
e 73 65
e 73 66
e 73 68
e 73 69
e 73 70
e 73 71
e 73 72
e 74 2
e 74 3
e 74 8
e 74 9
e 74 12
e 74 14
e 74 15
e 74 17
e 74 18
e 74 21
e 74 22
e 74 23
e 74 24
e 74 25
e 74 26
e 74 27
e 74 28
e 74 29
e 74 30
e 74 32
e 74 33
e 74 34
e 74 35
e 74 38
e 74 41
e 74 43
e 74 44
e 74 45
e 74 46
e 74 47
e 74 50
e 74 51
e 74 54
e 74 55
e 74 56
e 74 57
e 74 58
e 74 59
e 74 60
e 74 61
e 74 63
e 74 64
e 74 70
e 74 72
e 75 1
e 75 2
e 75 5
e 75 6
e 75 7
e 75 10
e 75 11
e 75 13
e 75 14
e 75 15
e 75 16
e 75 17
e 75 18
e 75 19
e 75 20
e 75 21
e 75 22
e 75 23
e 75 24
e 75 26
e 75 27
e 75 28
e 75 30
e 75 35
e 75 37
e 75 38
e 75 40
e 75 41
e 75 42
e 75 44
e 75 45
e 75 50
e 75 52
e 75 53
e 75 55
e 75 56
e 75 57
e 75 59
e 75 60
e 75 62
e 75 63
e 75 64
e 75 67
e 75 68
e 75 69
e 75 70
e 75 72
e 75 73
e 75 74
e 76 3
e 76 4
e 76 5
e 76 8
e 76 11
e 76 12
e 76 15
e 76 16
e 76 18
e 76 19
e 76 20
e 76 21
e 76 23
e 76 25
e 76 26
e 76 27
e 76 30
e 76 31
e 76 32
e 76 34
e 76 35
e 76 36
e 76 37
e 76 38
e 76 39
e 76 40
e 76 43
e 76 44
e 76 45
e 76 46
e 76 48
e 76 49
e 76 51
e 76 52
e 76 53
e 76 55
e 76 57
e 76 58
e 76 60
e 76 61
e 76 64
e 76 65
e 76 66
e 76 67
e 76 69
e 76 70
e 76 75
e 77 1
e 77 2
e 77 3
e 77 4
e 77 5
e 77 6
e 77 7
e 77 9
e 77 11
e 77 13
e 77 14
e 77 15
e 77 17
e 77 18
e 77 19
e 77 20
e 77 21
e 77 22
e 77 23
e 77 24
e 77 26
e 77 28
e 77 29
e 77 31
e 77 32
e 77 33
e 77 34
e 77 35
e 77 36
e 77 37
e 77 38
e 77 40
e 77 41
e 77 43
e 77 47
e 77 48
e 77 50
e 77 52
e 77 53
e 77 54
e 77 55
e 77 56
e 77 57
e 77 58
e 77 59
e 77 60
e 77 61
e 77 63
e 77 64
e 77 65
e 77 66
e 77 68
e 77 69
e 77 70
e 77 71
e 77 72
e 77 73
e 77 74
e 77 75
e 78 1
e 78 2
e 78 3
e 78 5
e 78 6
e 78 7
e 78 8
e 78 9
e 78 10
e 78 11
e 78 13
e 78 15
e 78 16
e 78 18
e 78 19
e 78 20
e 78 21
e 78 23
e 78 24
e 78 25
e 78 26
e 78 27
e 78 29
e 78 30
e 78 31
e 78 32
e 78 33
e 78 35
e 78 36
e 78 38
e 78 39
e 78 40
e 78 41
e 78 42
e 78 45
e 78 48
e 78 50
e 78 54
e 78 55
e 78 58
e 78 59
e 78 61
e 78 64
e 78 65
e 78 70
e 78 71
e 78 72
e 78 73
e 78 74
e 78 75
e 78 76
e 78 77
e 79 2
e 79 3
e 79 4
e 79 5
e 79 7
e 79 8
e 79 9
e 79 10
e 79 11
e 79 12
e 79 13
e 79 14
e 79 15
e 79 17
e 79 18
e 79 19
e 79 20
e 79 21
e 79 22
e 79 23
e 79 25
e 79 26
e 79 27
e 79 28
e 79 29
e 79 33
e 79 34
e 79 35
e 79 36
e 79 37
e 79 39
e 79 40
e 79 41
e 79 42
e 79 43
e 79 44
e 79 45
e 79 46
e 79 47
e 79 49
e 79 50
e 79 53
e 79 54
e 79 55
e 79 56
e 79 58
e 79 59
e 79 60
e 79 62
e 79 63
e 79 64
e 79 65
e 79 69
e 79 72
e 79 73
e 79 74
e 79 75
e 79 76
e 79 78
e 80 1
e 80 2
e 80 4
e 80 6
e 80 8
e 80 9
e 80 10
e 80 11
e 80 12
e 80 13
e 80 14
e 80 17
e 80 18
e 80 19
e 80 20
e 80 21
e 80 22
e 80 24
e 80 25
e 80 26
e 80 27
e 80 28
e 80 31
e 80 33
e 80 34
e 80 37
e 80 38
e 80 39
e 80 40
e 80 41
e 80 43
e 80 44
e 80 45
e 80 47
e 80 48
e 80 49
e 80 50
e 80 52
e 80 53
e 80 55
e 80 56
e 80 57
e 80 59
e 80 60
e 80 62
e 80 64
e 80 66
e 80 68
e 80 69
e 80 70
e 80 71
e 80 72
e 80 73
e 80 74
e 80 76
e 80 77
e 81 1
e 81 2
e 81 4
e 81 5
e 81 6
e 81 7
e 81 9
e 81 10
e 81 11
e 81 15
e 81 17
e 81 18
e 81 19
e 81 20
e 81 22
e 81 23
e 81 24
e 81 27
e 81 28
e 81 29
e 81 31
e 81 32
e 81 33
e 81 34
e 81 35
e 81 36
e 81 37
e 81 38
e 81 39
e 81 40
e 81 41
e 81 43
e 81 44
e 81 46
e 81 49
e 81 51
e 81 52
e 81 53
e 81 54
e 81 55
e 81 57
e 81 58
e 81 59
e 81 62
e 81 63
e 81 64
e 81 66
e 81 68
e 81 69
e 81 70
e 81 71
e 81 73
e 81 74
e 81 75
e 81 78
e 81 79
e 82 1
e 82 3
e 82 4
e 82 10
e 82 11
e 82 12
e 82 13
e 82 15
e 82 17
e 82 18
e 82 19
e 82 20
e 82 21
e 82 23
e 82 24
e 82 25
e 82 27
e 82 29
e 82 30
e 82 32
e 82 33
